Group ID,Family,Channel,Product,Normalized Specification,Dosage Form,Current Retail Price,Price Display,Planned Catalog Status,Recommended Action,Selected Supplier,Quality / Regulatory Notes
GRP-0323,Research Peptides & Materials,RUO Research,Retatrutide,RETATRUTIDE 10 mg,Lyophilized Vial,64.5,$64.50,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Raw Peptides,Research use only; batch tested; cold chain protected (per flyer)
GRP-0324,Research Peptides & Materials,RUO Research,Retatrutide,RETATRUTIDE 15 mg,Lyophilized Vial,89.5,$89.50,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Raw Peptides,Research use only; batch tested; cold chain protected (per flyer)
GRP-0325,Research Peptides & Materials,RUO Research,Retatrutide,RETATRUTIDE 20 mg,Lyophilized Vial,159,$159.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0326,Research Peptides & Materials,RUO Research,Retatrutide,RETATRUTIDE 30 mg,Lyophilized Vial,112,$112.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Raw Peptides,Research use only; batch tested; cold chain protected (per flyer)
GRP-0327,Research Peptides & Materials,RUO Research,Retatrutide,RETATRUTIDE 40 mg,Lyophilized Vial,189,$189.00,Alternate strength / format,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0329,Research Peptides & Materials,RUO Research,Retatrutide,RETATRUTIDE 5 mg,Lyophilized Vial,175,$175.00,Alternate strength / format,"Evaluate as an additional variant. Add only if the strength, package, or formulation fills a real catalog gap.",Unity / Peptaris,
GRP-0328,Research Peptides & Materials,RUO Research,Retatrutide,RETATRUTIDE 50 mg,Lyophilized Vial,1075,"$1,075.00",Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Unity / Peptaris,
GRP-0330,Research Peptides & Materials,RUO Research,Retatrutide + Cagrilintide,RETATRUTIDE 10 mg + CAGRILINTIDE 2.5 mg,Lyophilized Vial,475,$475.00,New supplier-only item,"Assess demand, compliance, documentation, inventory, and margin before adding to the planned catalog.",Unity / Peptaris,
GRP-0331,Research Peptides & Materials,RUO Research,Selank,SELANK 10 mg,Lyophilized Vial,49,$49.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0332,Research Peptides & Materials,RUO Research,Selank,SELANK 5 mg,Lyophilized Vial,60,$60.00,Alternate strength / format,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0333,Research Peptides & Materials,RUO Research,Semaglutide,SEMAGLUTIDE 10 mg,Lyophilized Vial,89,$89.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0334,Research Peptides & Materials,RUO Research,Semaglutide,SEMAGLUTIDE 15 mg,Lyophilized Vial,313.2,$313.20,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Unity / Peptaris,
GRP-0335,Research Peptides & Materials,RUO Research,Semaglutide,SEMAGLUTIDE 20 mg,Lyophilized Vial,99,$99.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0336,Research Peptides & Materials,RUO Research,Semaglutide,SEMAGLUTIDE 5 mg,Lyophilized Vial,28,$28.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Raw Peptides,Research use only; batch tested; cold chain protected (per flyer)
GRP-0337,Research Peptides & Materials,RUO Research,Semaglutide + BPC-157,SEMAGLUTIDE+BPC-157 5 mg/650 mcgmg/mcg,Lyophilized Vial,200,$200.00,New supplier-only item,"Assess demand, compliance, documentation, inventory, and margin before adding to the planned catalog.",Unity / Peptaris,
GRP-0338,Research Peptides & Materials,RUO Research,Semax,SEMAX 10 mg,Lyophilized Vial,49,$49.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0339,Research Peptides & Materials,RUO Research,Semax + Selank + DSIP,SEMAX 10 mg + SELANK 10 mg + DSIP 2 mg,Lyophilized Vial,247.5,$247.50,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval. Confirm the supplier's legal company name and full commercial terms.",Top Peptides Quote (supplier name pending),🔄 PCAC - expected Cat 1
GRP-0340,Research Peptides & Materials,RUO Research,Sermorelin,SERMORELIN 10 mg,Lyophilized Vial,79,$79.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0341,Research Peptides & Materials,RUO Research,Sermorelin,SERMORELIN 5 mg,Lyophilized Vial,50.5,$50.50,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Raw Peptides,Research use only; batch tested; cold chain protected (per flyer)
GRP-0342,Research Peptides & Materials,RUO Research,Snap-8,SNAP-8 10 mg,Lyophilized Vial,168.75,$168.75,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Unity / Peptaris,
GRP-0343,Research Peptides & Materials,RUO Research,Ss-31,SS-31 10 mg,Lyophilized Vial,82.5,$82.50,Already represented in planned catalog,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0344,Research Peptides & Materials,RUO Research,Ss-31,SS-31 50 mg,Lyophilized Vial,250,$250.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Unity / Peptaris,
GRP-0345,Research Peptides & Materials,RUO Research,TB-500,TB-500 10 mg,Lyophilized Vial,112.5,$112.50,Already represented in planned catalog,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0346,Research Peptides & Materials,RUO Research,TB-500,TB-500 5 mg,Lyophilized Vial,105,$105.00,Already represented in planned catalog,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0347,Research Peptides & Materials,RUO Research,Tesamorelin,TESAMORELIN 10 mg,Lyophilized Vial,99,$99.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0348,Research Peptides & Materials,RUO Research,Tesamorelin,TESAMORELIN 5 mg,Lyophilized Vial,169.27499999999998,$169.27,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Unity / Peptaris,
GRP-0349,Research Peptides & Materials,RUO Research,Thymalin,THYMALIN 10 mg,Lyophilized Vial,162.5,$162.50,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Unity / Peptaris,
GRP-0350,Research Peptides & Materials,RUO Research,Thymosin Alpha-1,Thymosin Alpha-1 10 mg,Lyophilized Vial,99,$99.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Raw Peptides,Research use only per source flyer; supplier and batch documentation require confirmation before activation.
GRP-0351,Research Peptides & Materials,RUO Research,Thymosin Alpha-1,Thymosin Alpha-1 5 mg,Lyophilized Vial,49,$49.00,Alternate strength / format,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0352,Research Peptides & Materials,RUO Research,Thymosin Alpha-1 + KPV + LL-37,Thymosin Alpha-1 10 mg + KPV 10 mg + LL-37 5 mg,Lyophilized Vial,300,$300.00,Alternate strength / format,"Evaluate as an additional variant. Add only if the strength, package, or formulation fills a real catalog gap.",Unity / Peptaris,
GRP-0353,Research Peptides & Materials,RUO Research,Thymosin Alpha-1 + KPV + LL-37,Thymosin Alpha-1 5 mg + KPV 5 mg + LL-37 5 mg,Lyophilized Vial,397.5,$397.50,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval. Confirm the supplier's legal company name and full commercial terms.",Top Peptides Quote (supplier name pending),✅ All components Cat 1
GRP-0354,Research Peptides & Materials,RUO Research,Tirzepatide,TIRZEPATIDE 10 mg,Lyophilized Vial,42,$42.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Raw Peptides,Research use only; batch tested; cold chain protected (per flyer)
GRP-0355,Research Peptides & Materials,RUO Research,Tirzepatide,TIRZEPATIDE 15 mg,Lyophilized Vial,56,$56.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Raw Peptides,Research use only; batch tested; cold chain protected (per flyer)
GRP-0356,Research Peptides & Materials,RUO Research,Tirzepatide,TIRZEPATIDE 20 mg,Lyophilized Vial,371.70000000000005,$371.70,Already represented in planned catalog,"Use the selected supplier as the current cost winner, subject to quality, inventory, and fulfillment approval.",Unity / Peptaris,
GRP-0357,Research Peptides & Materials,RUO Research,Tirzepatide,TIRZEPATIDE 30 mg,Lyophilized Vial,79,$79.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0358,Research Peptides & Materials,RUO Research,Tirzepatide,TIRZEPATIDE 40 mg,Lyophilized Vial,700,$700.00,Alternate strength / format,"Evaluate as an additional variant. Add only if the strength, package, or formulation fills a real catalog gap.",Unity / Peptaris,
GRP-0360,Research Peptides & Materials,RUO Research,Tirzepatide,TIRZEPATIDE 5 mg,Lyophilized Vial,159.3,$159.30,Alternate strength / format,"Evaluate as an additional variant. Add only if the strength, package, or formulation fills a real catalog gap.",Unity / Peptaris,
GRP-0359,Research Peptides & Materials,RUO Research,Tirzepatide,TIRZEPATIDE 50 mg,Lyophilized Vial,537.5,$537.50,Alternate strength / format,"Confirm Alpha BioMed form, intended-use classification, COA/lot documentation, testing, inventory, lead time and fulfillment terms before activating this selected supplier.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0361,Research Peptides & Materials,RUO Research,Tirzepatide,TIRZEPATIDE 60 mg,Lyophilized Vial,119,$119.00,Already represented in planned catalog,"Use the selected supplier as the current cost winner only after legal supplier identity, exact formulation, COA/lot documentation, testing scope, inventory, storage, lead time, and fulfillment terms are confirmed in writing.",New Box-of-10 Supplier (legal name pending),"Pricing supplied only. COA/lot, identity, purity, quantity, sterility/endotoxin where applicable, storage, intended-use classification, inventory, lead time, and fulfillment terms were not supplied and must be confirmed before activation."
GRP-0392,Research Peptides & Materials,Supplier Catalog / Classification Pending,BDNF,BDNF (Brain-derived neurotrophic factor) (10mg),Form not stated,200,$200.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0393,Research Peptides & Materials,Supplier Catalog / Classification Pending,BPC-157,BPC-157 (20mg),Form not stated,157.5,$157.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0394,Research Peptides & Materials,Supplier Catalog / Classification Pending,CJC-1295 With DAC,CJC-1295 - With DAC (10mg),Form not stated,125,$125.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0396,Research Peptides & Materials,Supplier Catalog / Classification Pending,Curcumin,Curcumin (600mg),Form not stated,275,$275.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0397,Research Peptides & Materials,Supplier Catalog / Classification Pending,Follistatin 344,Follistatin 344 (95%) (1mg),Form not stated,287.5,$287.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0398,Research Peptides & Materials,Supplier Catalog / Classification Pending,GHK-Cu,GHK-Cu (75mg),Form not stated,92.5,$92.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0391,Research Peptides & Materials,Supplier Catalog / Classification Pending,GHRP-2 + Tesamorelin + MGF + Ipamorelin,4X Blend GHRP-2 (5mg) / Tesamorelin (5mg) / MGF (500mcg) / Ipamorelin (2.5mg),Form not stated,137.5,$137.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0399,Research Peptides & Materials,Supplier Catalog / Classification Pending,GLOW (GHK-Cu + BPC-157 + TB-500),GLOW GHK-Cu(27mg) / BPC-157 (5mg) / TB-500 (10mg),Form not stated,162.5,$162.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0400,Research Peptides & Materials,Supplier Catalog / Classification Pending,Gonadorelin,Gonadorelin (10mg),Form not stated,137.5,$137.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0401,Research Peptides & Materials,Supplier Catalog / Classification Pending,HCG,HCG(120000iu),Form not stated,137.5,$137.50,Supplier clarification required,Verify strength before any activation: the source title states HCG 120000 IU while the variant SKU is HCG-12000. Do not activate until Alpha BioMed confirms the intended strength and documentation.,Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0403,Research Peptides & Materials,Supplier Catalog / Classification Pending,HGH,HGH (10iu),Form not stated,112.5,$112.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0402,Research Peptides & Materials,Supplier Catalog / Classification Pending,Hexarelin,Hexarelin (5mg),Form not stated,62.5,$62.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0404,Research Peptides & Materials,Supplier Catalog / Classification Pending,IGF-1 DES,IGF-1 DES (1mg),Form not stated,150,$150.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0405,Research Peptides & Materials,Supplier Catalog / Classification Pending,LL-37 Complex,LL-37 Complex (5mg),Form not stated,237.5,$237.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0406,Research Peptides & Materials,Supplier Catalog / Classification Pending,MGF,MGF (IGF-1Ec) (5mg),Form not stated,130,$130.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0407,Research Peptides & Materials,Supplier Catalog / Classification Pending,Oxytocin,Oxytocin (10mg),Form not stated,107.5,$107.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0408,Research Peptides & Materials,Supplier Catalog / Classification Pending,PE-22-28,PE-22-28 (10mg),Form not stated,80,$80.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0409,Research Peptides & Materials,Supplier Catalog / Classification Pending,PT-141,PT-141 (5mg),Form not stated,80,$80.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0410,Research Peptides & Materials,Supplier Catalog / Classification Pending,Retatrutide / GLP-3,GLP-3 (12mg),Form not stated,275,$275.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0411,Research Peptides & Materials,Supplier Catalog / Classification Pending,Retatrutide / GLP-3,GLP-3 (24mg),Form not stated,500,$500.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0414,Research Peptides & Materials,Supplier Catalog / Classification Pending,SS-31,SS-31 (15mg),Form not stated,125,$125.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0412,Research Peptides & Materials,Supplier Catalog / Classification Pending,Semaglutide / GLP-1,GLP-1 (2mg),Form not stated,100,$100.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0413,Research Peptides & Materials,Supplier Catalog / Classification Pending,Semax,Semax (30mg),Form not stated,75,$75.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0415,Research Peptides & Materials,Supplier Catalog / Classification Pending,Survodutide,Survodutide (6mg),Form not stated,187.5,$187.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0416,Research Peptides & Materials,Supplier Catalog / Classification Pending,Tesamorelin,Tesamorelin (8mg) x 4 pack,Form not stated,187.5,$187.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0388,Research Peptides & Materials,Supplier Catalog / Classification Pending,Tesamorelin + Ipamorelin,2X Blend Tesamorelin (10mg) / Ipamorelin (5mg),Form not stated,125,$125.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0389,Research Peptides & Materials,Supplier Catalog / Classification Pending,Tesamorelin + Ipamorelin,2X Blend Tesamorelin (5mg) / Ipamorelin (5mg),Form not stated,117.5,$117.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0390,Research Peptides & Materials,Supplier Catalog / Classification Pending,Tesamorelin + MGF + Ipamorelin,3X Blend Tesamorelin (5mg) / MGF (500mcg) / Ipamorelin (2.5mg),Form not stated,117.5,$117.50,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0417,Research Peptides & Materials,Supplier Catalog / Classification Pending,Thymosin Alpha-1 + Thymulin,Thymosin Alpha 1 (TA1) Complex Thymulin (10mg/6.4mg),Form not stated,175,$175.00,New supplier item - planning review,"Confirm dosage form, intended-use classification, COA/lot documentation, testing, inventory, tier/MOQ applicability, lead time and fulfillment terms before activation.",Alpha BioMed,"Alpha BioMed price list provides tiered pricing but does not state dosage form, COA/lot status, testing, storage, intended-use classification, lead time, or fulfillment terms. Confirm comparability and documentation before activation."
GRP-0362,Research Supplies,RUO Research,Acetic Acid 0.6%,ACETIC ACID 0.6% 5 mL,Liquid,37.5,$37.50,New supplier-only item,"Assess demand, compliance, documentation, inventory, and margin before adding to the planned catalog.",Unity / Peptaris,
